X,Y,W,H
255,112,27,77
230,92,65,60
136,165,290,90
182,66,150,76
53,64,391,257
371,100,47,50
48,93,277,125
415,66,82,76
44,288,122,36
247,251,60,37
88,29,191,301
41,62,161,227
171,49,115,107
250,129,55,42
349,204,109,152
6,8,479,273
175,86,142,100
104,363,25,31
217,123,11,25
154,128,35,85
316,67,86,64
142,13,289,72
21,50,48,106
293,108,62,97
34,51,120,216
260,152,182,135
1,140,371,80
4,7,110,111
350,155,37,64
86,170,117,150
146,59,124,78
1,261,267,237
93,27,238,309
113,14,96,122
204,384,121,109
35,45,37,115
127,190,69,61
346,78,153,160
361,288,47,28
197,136,102,113
175,55,35,62
314,140,65,33
246,71,17,39
272,32,162,297
47,10,401,212
104,7,164,160
89,78,123,161
57,103,389,153
8,12,360,478
189,191,116,99
346,0,68,52
428,3,69,107
20,11,458,320
199,170,113,82
169,186,93,100
5,255,405,111
140,148,74,78
110,135,30,26
91,185,97,59
1,207,498,122
204,108,110,45
268,237,38,76
83,206,37,59
236,5,25,36
145,127,253,42
67,54,132,202
11,6,104,62
8,4,487,365
239,30,141,117
155,402,84,74
74,57,54,64
22,113,120,61
212,217,137,82
24,17,454,357
43,134,160,218
170,0,328,374
103,266,57,80
451,79,9,40
66,86,76,166
163,122,128,151
389,245,59,119
34,99,403,163
231,137,147,142
161,293,70,77
68,120,313,37
172,109,196,140
126,204,70,180
213,71,31,25
173,152,273,142
297,230,89,85
33,79,65,70
252,217,76,47
303,65,52,62
81,62,297,147
157,19,175,455
204,111,107,113
113,136,179,157
30,148,237,65
78,212,96,72
141,267,190,164
449,173,12,31
265,142,231,153
137,166,81,36
248,26,195,342
90,154,155,73
119,175,212,173
144,29,151,149
8,79,478,134
172,76,320,165
366,5,91,265
79,48,179,302
100,0,396,245
253,1,147,167
215,335,195,105
81,159,222,220
103,55,47,46
1,7,425,293
66,94,278,146
291,22,199,305
355,88,73,75
148,35,346,176
6,8,477,320
159,11,125,131
145,168,140,7
38,111,231,157
1,107,140,145
11,2,472,431
185,239,96,58
78,21,393,259
300,130,197,205
113,161,375,113
114,141,381,104
358,153,25,13
4,249,265,82
154,67,98,128
18,192,454,98
21,139,196,182
163,44,38,17
261,55,130,152
5,85,351,188
127,61,174,268
114,232,135,81
147,11,125,125
136,146,273,170
39,67,169,312
137,154,17,35
89,39,137,197
3,154,66,138
245,186,116,309
75,227,227,268
149,69,58,92
246,100,26,21
269,0,230,280
248,81,100,47
328,277,45,204
121,401,174,76
68,71,276,259
290,69,45,57
96,264,143,104
4,27,325,100
89,70,376,162
39,198,20,12
353,172,137,105
58,119,297,98
94,14,193,475
6,6,492,304
277,228,93,96
33,11,67,81
282,248,40,97
104,261,83,187
333,98,112,42
120,83,103,34
210,110,54,60
190,116,252,213
266,1,202,314
8,6,490,270
188,102,102,75
128,302,68,67
35,187,153,311
113,66,295,235
117,149,125,251
80,241,299,217
5,125,462,185
270,92,135,237
11,0,250,239
153,270,140,101
143,158,197,165
57,8,65,68
33,61,90,51
23,56,357,262
90,100,395,258
46,85,384,208
350,250,35,124
11,92,295,272
67,349,17,95
147,69,127,252
59,118,272,152
197,102,98,32
119,57,161,102
299,158,76,121
257,125,70,207
83,132,350,158
77,80,347,289
310,174,157,101
62,248,50,47
129,14,179,317
16,110,461,168
171,130,50,58
66,114,171,170
69,234,34,28
106,62,157,55
205,227,33,12
1,71,352,250
266,251,56,44
14,34,484,94
300,72,85,243
63,104,154,241
73,123,40,31
173,68,107,135
27,10,271,147
124,118,225,142
186,172,67,81
189,97,222,190
117,73,127,110
168,239,19,21
76,105,22,22
36,356,107,94
183,71,139,132
22,175,284,224
165,94,218,197
440,53,58,119
116,130,227,94
185,36,286,337
438,137,21,17
161,16,103,83
300,337,44,65
27,12,465,284
65,96,202,210
130,245,185,122
355,294,100,72
0,264,331,234
38,313,121,186
77,148,311,128
2,24,497,111
21,10,464,360
123,336,76,162
210,257,200,117
294,2,147,122
88,70,268,211
1,100,105,110
25,43,28,61
88,25,103,220
112,7,295,328
311,221,98,85
187,145,98,85
218,271,61,26
186,10,232,260
43,11,239,299
145,308,35,56
68,84,133,112
272,46,63,79
158,98,287,110
6,195,47,117
408,229,54,166
162,265,52,38
259,292,137,77
180,114,46,58
48,342,109,118
71,10,426,288
83,197,97,55
253,37,58,116
356,78,100,98
335,52,79,197
394,235,16,12
42,141,403,42
35,78,425,213
38,66,215,180
84,112,80,81
101,2,216,66
133,55,235,151
251,139,140,130
250,1,175,58
112,165,158,317
272,168,112,133
0,86,497,201
70,24,350,242
62,15,222,338
171,82,90,194
143,41,247,237
252,232,48,54
139,43,254,235
215,101,120,228
264,160,59,39
3,5,476,365
165,89,60,103
9,3,454,369
237,83,62,85
185,148,310,171
76,122,296,208
121,65,214,250
63,41,117,170
170,288,112,119
80,64,320,257
100,188,190,132
221,127,50,87
242,41,94,114
259,158,46,131
176,29,85,62
25,34,72,101
175,84,118,138
153,101,182,122
2,78,292,250
280,376,18,48
230,8,137,227
111,166,115,234
377,175,74,45
176,23,42,47
327,8,100,178
69,180,87,84
153,35,345,211
1,198,481,118
148,128,110,338
71,70,272,185
258,146,72,117
142,112,84,287
97,235,89,167
75,197,211,125
196,17,97,106
5,15,369,455
260,148,112,83
47,92,20,30
8,15,488,316
254,260,58,41
109,256,141,61
157,107,110,172
267,67,169,121
176,273,80,97
0,123,160,247
59,117,439,257
61,293,48,47
322,339,50,105
78,396,116,95
210,305,131,57
119,24,58,55
188,398,68,84
177,247,33,13
96,0,400,318
60,67,98,129
248,130,142,111
262,153,210,118
72,35,99,387
166,197,72,29
100,23,232,281
9,93,147,229
216,144,112,205
348,225,60,43
62,232,91,175
145,6,339,367
153,254,40,44
140,237,102,127
181,253,92,51
231,466,21,28
153,287,74,51
149,34,126,395
108,297,137,50
177,41,200,164
24,91,152,156
123,235,12,10
40,28,433,458
230,20,246,246
233,2,67,72
394,113,22,26
464,460,5,31
50,48,195,196
160,368,55,32
13,69,472,158
132,11,114,184
183,32,199,29
80,43,227,206
115,127,347,100
0,50,499,268
83,117,338,273
182,339,12,18
124,283,12,12
172,14,215,287
98,111,300,158
345,247,66,30
7,226,362,163
212,185,43,47
11,430,125,41
6,74,193,300
124,158,63,70
88,169,45,63
133,38,71,62
287,294,17,22
115,36,170,171
20,152,296,241
242,130,52,158
73,81,300,387
181,101,188,176
147,62,242,160
81,64,97,253
136,171,52,88
144,96,198,182
433,70,59,73
133,432,6,11
94,0,187,192
436,275,26,33
197,36,244,159
222,277,96,39
76,312,157,118
332,41,90,45
383,111,110,127
329,76,57,59
97,196,140,40
109,78,65,210
17,26,478,111
340,19,77,164
21,384,223,115
177,2,322,167
180,39,111,81
196,234,119,97
141,35,307,202
48,351,270,145
155,220,85,68
17,181,97,72
45,21,48,45
236,424,13,26
297,191,108,182
208,63,157,115
118,130,156,87
61,78,250,294
25,10,470,355
25,18,358,273
0,10,52,30
165,255,134,86
333,237,22,62
5,82,288,324
22,46,280,257
69,321,30,26
252,282,12,13
17,203,462,100
218,180,25,20
207,56,61,45
267,275,37,62
0,63,498,267
6,126,230,183
154,209,154,165
194,261,94,236
0,0,197,498
248,113,111,104
62,254,240,42
0,68,467,173
283,69,160,160
210,25,212,252
181,198,77,127
213,250,98,50
125,72,183,142
349,172,92,50
52,24,169,137
296,260,94,80
240,349,20,33
125,55,22,26
390,0,109,132
232,271,131,103
242,2,29,22
192,20,195,145
150,116,231,205
191,115,71,70
11,202,159,66
99,5,274,493
99,191,193,122
75,320,64,63
96,168,179,205
215,111,240,332
44,198,101,196
444,235,54,77
399,225,47,42
245,250,19,20
98,127,62,81
281,300,16,24
202,11,237,321
268,88,95,143
18,202,44,54
64,158,217,181
239,343,8,26
100,223,331,101
147,131,68,71
129,277,242,156
231,245,78,75
86,68,349,261
253,151,89,81
0,165,225,105
25,115,342,158
248,98,117,222
227,254,70,95
227,137,74,190
1,11,497,272
150,51,255,172
227,207,133,100
141,6,210,320
264,223,62,65
107,3,104,126
291,10,38,220
0,193,320,137
90,188,142,105
74,135,208,219
173,40,257,312
131,31,210,336
58,205,194,106
31,292,37,18
264,420,76,27
189,6,128,141
351,304,67,100
180,188,27,22
7,5,319,480
23,57,286,147
28,53,273,415
127,405,12,8
255,58,64,118
248,133,47,55
143,19,209,458
297,10,157,199
24,171,47,121
235,231,191,142
243,49,68,266
1,12,197,360
34,273,79,84
92,175,17,15
104,116,198,233
437,108,14,30
399,22,59,80
46,21,208,86
138,203,51,30
40,180,260,120
3,185,275,225
303,233,122,117
242,55,88,102
78,20,371,305
11,25,487,325
269,53,102,252
80,296,108,196
2,137,162,122
32,29,127,272
367,253,72,61
190,146,79,70
173,127,67,39
150,31,77,115
10,24,454,297
382,78,102,181
5,16,470,260
102,324,125,127
3,71,488,208
228,74,268,286
248,188,162,66
324,217,115,68
132,170,360,40
40,197,403,98
28,346,322,114
189,167,219,70
84,115,40,29
96,133,70,68
119,184,45,75
44,363,148,135
47,415,128,77
223,242,100,255
255,122,185,109
10,67,482,296
209,97,60,53
22,258,345,31
13,21,461,262
13,32,165,318
209,133,285,204
31,15,119,95
283,388,37,94
129,28,307,277
70,151,18,15
209,137,61,87
273,266,104,32
11,125,487,206
98,5,307,319
189,421,134,74
262,348,47,23
332,263,102,67
80,229,147,177
313,37,32,29
118,206,205,81
101,187,397,167
135,190,212,138
79,25,169,215
69,271,428,227
147,158,82,91
7,260,283,101
175,165,195,165
67,106,36,42
248,132,58,252
73,77,410,92
16,29,469,425
160,78,240,230
158,93,142,242
37,70,283,423
42,37,184,216
282,10,134,162
165,63,272,156
35,73,458,223
375,87,53,87
289,47,110,106
132,187,226,278
201,15,280,185
35,72,282,425
142,7,339,242
338,133,125,63
325,210,120,120
358,256,43,65
200,136,177,106
119,119,136,47
306,12,122,299
254,122,65,182
285,133,136,177
90,20,297,239
130,403,178,94
179,363,103,55
0,0,330,497
10,217,144,63
18,41,349,301
16,9,87,315
134,141,164,49
137,73,84,91
228,29,55,84
15,45,484,304
266,8,69,85
296,214,129,102
177,368,82,74
263,259,44,40
3,28,137,339
196,127,111,99
62,161,208,128
157,234,139,120
415,31,25,27
260,195,55,72
64,185,205,144
140,38,202,196
306,278,142,92
165,103,154,152
284,238,45,63
197,22,101,123
282,16,202,309
79,26,289,210
304,96,108,157
144,44,339,221
96,39,279,266
94,129,202,216
115,11,140,256
163,13,150,217
6,6,490,324
105,30,146,230
257,28,88,57
258,174,18,20
85,157,266,215
212,200,287,131
162,14,154,200
184,78,82,50
78,17,20,21
84,271,63,54
224,86,45,24
64,90,394,234
52,137,184,233
273,292,130,81
16,132,208,194
152,83,26,13
32,25,418,289
313,81,103,74
185,186,135,150
202,266,93,26
30,63,326,290
21,168,63,177
100,149,204,110
53,39,351,236
229,125,127,201
227,160,107,127
138,95,195,95
179,38,151,254
84,182,110,135
196,239,36,106
414,130,28,17
166,18,259,283
64,280,30,24
280,36,28,27
237,15,92,85
39,147,25,23
65,45,16,7
0,213,60,285
162,28,162,157
2,245,413,145
136,190,72,28
290,151,142,160
5,145,152,26
99,46,332,236
349,122,42,62
132,465,42,23
29,127,289,160
137,155,65,142
123,270,201,228
20,120,150,140
160,214,91,120
170,140,37,61
126,58,267,258
78,138,227,90
383,41,30,9
110,22,169,55
94,102,219,393
186,76,312,256
153,106,117,293
411,95,87,110
67,43,346,297
108,224,128,237
88,68,166,209
10,39,227,333
287,102,105,114
177,113,198,128
176,122,129,148
170,86,158,175
164,143,166,162
409,50,87,228
6,11,211,273
2,121,30,35
67,18,405,243
235,236,141,54
444,255,11,13
293,328,80,51
71,208,64,58
254,254,46,52
29,111,420,227
77,20,275,245
110,12,239,237
243,231,33,42
9,99,487,179
135,87,111,216
79,197,45,116
281,226,113,97
48,313,37,55
73,235,180,234
247,79,229,242
278,19,147,275
230,175,47,10
292,3,80,223
152,113,280,75
123,4,283,147
70,25,142,440
27,1,390,88
377,270,8,10
77,76,385,132
0,0,499,332
50,424,228,50
19,108,467,224
58,110,53,25
43,289,145,27
55,72,245,125
107,151,177,221
130,71,318,302
210,147,169,140
195,47,120,246
87,39,369,242
102,382,62,85
120,130,315,225
40,252,32,42
139,73,114,121
201,318,35,25
49,49,52,24
157,43,42,45
3,33,165,301
233,392,138,106
87,234,32,58
23,125,111,39
20,78,375,239
42,40,296,180
124,61,163,355
104,355,24,9
77,426,40,17
207,160,82,107
168,351,104,135
40,70,241,347
35,86,407,240
22,197,470,285
66,20,289,279
165,60,102,65
72,60,412,194
91,253,161,194
29,48,451,280
123,170,60,105
45,200,37,38
123,55,299,273
396,92,42,95
28,109,115,193
280,153,34,18
119,199,27,52
244,110,125,180
327,74,150,133
185,195,15,17
7,182,116,181
78,158,217,274
276,40,222,292
4,239,492,135
367,220,97,101
137,74,341,201
283,255,56,67
275,193,99,119
115,33,242,207
68,6,176,196
10,164,485,277
353,270,88,86
418,298,30,12
273,357,23,141
125,293,28,12
271,220,80,73
138,179,97,154
175,90,141,155
226,45,75,63
329,150,51,121
283,57,117,260
225,160,32,27
246,115,113,45
169,135,152,182
129,69,283,197
138,191,54,64
159,164,91,88
173,146,150,167
138,74,254,108
94,240,85,25
355,52,140,245
125,17,294,286
19,16,282,313
171,217,263,65
366,160,81,95
183,88,132,112
70,6,210,335
98,256,272,97
279,85,82,146
55,83,281,248
166,231,117,100
103,193,166,189
18,42,435,143
47,42,236,220
20,10,443,295
0,3,371,477
106,201,123,76
47,184,326,315
308,208,157,119
79,12,47,143
102,127,129,279
0,0,348,218
213,5,169,276
246,34,49,22
7,67,236,306
32,59,422,207
129,106,17,144
181,80,142,147
5,222,76,143
325,336,36,46
132,289,78,68
385,185,80,80
21,74,287,390
175,25,262,255
96,87,124,92
57,50,370,239
413,285,12,2
40,103,435,252
1,49,498,297
46,29,452,138
40,17,429,345
18,174,237,306
274,204,22,27
58,323,77,134
270,123,62,99
160,95,335,221
61,87,312,245
179,57,122,127
130,84,140,231
30,27,451,317
352,77,72,74
123,65,129,247
12,126,124,102
122,106,365,185
41,119,31,64
154,163,292,159
85,56,40,51
162,5,130,140
83,117,410,216
13,18,319,480
216,83,32,14
15,248,336,185
241,225,88,147
93,48,276,203
195,57,49,83
386,192,79,103
69,4,427,355
145,227,65,96
52,151,431,230
236,59,70,42
78,57,386,272
184,76,123,207
258,115,72,96
288,110,205,127
104,113,26,116
108,168,267,246
121,12,237,334
194,213,29,100
42,15,425,267
44,112,418,185
195,186,136,40
274,179,132,89
142,135,98,260
223,95,71,80
345,288,95,72
238,337,72,68
315,210,15,13
13,11,484,313
0,61,220,245
305,55,187,281
186,95,94,82
67,50,350,280
138,93,151,140
3,2,95,316
190,13,309,242
268,39,62,53
147,75,200,204
208,159,43,25
287,8,165,132
127,97,118,90
7,0,487,38
230,137,57,71
150,65,255,266
291,154,110,69
99,83,310,67
85,189,87,65
208,164,121,97
40,151,203,149
53,137,135,95
18,33,456,268
61,126,86,54
122,55,376,350
2,139,363,343
118,50,294,243
194,95,20,97
165,126,179,113
79,127,200,102
132,15,306,165
234,21,59,17
203,315,291,57
10,10,81,65
216,272,197,60
113,260,33,32
267,129,145,128
113,121,105,100
9,22,63,130
447,62,51,143
273,357,19,28
55,43,386,65
178,285,45,48
81,192,31,43
117,9,120,104
251,208,236,151
110,27,277,375
44,74,417,186
79,210,69,96
271,191,61,91
2,2,494,142
71,105,237,115
121,51,180,236
19,116,479,77
421,243,55,50
31,94,27,182
73,102,50,25
65,255,86,60
7,197,484,128
186,85,106,286
51,26,268,311
339,221,82,45
18,61,455,244
179,64,92,261
325,26,172,142
2,208,486,165
115,92,165,46
15,18,369,480
3,3,495,420
177,90,35,35
316,214,24,50
17,54,322,257
86,140,228,140
317,250,90,75
0,79,379,256
122,6,376,65
144,224,285,124
49,243,170,249
22,60,185,104
62,174,188,80
197,24,90,46
214,423,83,71
34,0,80,52
340,125,97,56
137,18,42,27
75,127,22,32
2,46,444,286
279,125,137,151
186,160,30,43
14,81,473,212
283,232,26,41
7,120,491,118
314,204,23,53
8,137,477,168
309,122,19,80
5,3,363,470
22,172,209,125
164,222,192,224
202,136,242,208
214,220,44,42
33,72,250,300
201,161,32,20
157,0,212,152
186,319,62,41
162,134,59,133
258,56,38,88
1,30,490,242
352,206,25,25
47,141,66,57
151,237,347,93
81,263,44,68
213,97,220,193
146,137,322,159
252,38,132,92
13,4,360,49
144,12,347,361
27,104,105,142
2,21,137,214
122,107,192,196
80,293,26,21
311,190,82,133
24,55,474,236
393,211,32,34
398,262,29,55
73,40,259,320
405,142,47,107
12,74,200,148
64,31,110,80
288,111,112,62
34,169,153,114
145,41,307,220
41,10,426,351
26,47,161,237
296,122,57,97
189,133,117,202
1,0,494,84
4,17,361,443
166,29,154,151
20,6,247,193
295,184,20,30
43,53,297,195
2,1,495,56
271,168,121,109
29,123,273,348
16,7,338,481
225,140,147,115
73,127,39,61
182,418,41,50
6,212,224,149
22,109,392,136
16,196,428,51
171,56,252,117
12,190,30,43
11,25,106,145
0,128,83,371
271,81,165,177
93,5,351,318
46,17,160,216
88,144,98,63
78,91,328,219
226,0,272,259
233,200,50,25
51,54,336,177
120,62,227,270
5,100,39,51
85,185,110,16
267,164,71,40
297,148,55,50
120,145,163,228
156,112,54,16
124,2,180,41
179,196,38,71
150,215,239,63
41,212,254,223
333,229,80,99
56,78,142,195
96,35,57,80
93,29,268,329
60,62,202,210
378,85,112,157
163,176,77,42
150,141,80,30
22,25,462,288
123,190,134,27
263,233,84,47
390,22,61,147
283,159,35,49
166,45,285,215
380,217,62,33
327,58,33,51
94,19,118,297
8,10,138,134
206,8,78,52
0,117,177,170
9,23,480,286
196,44,110,255
94,162,138,102
176,46,65,38
129,45,133,105
7,135,107,61
440,17,46,48
238,281,90,105
318,79,140,109
144,48,276,186
332,253,76,90
120,150,85,101
72,150,153,174
36,48,116,201
41,114,333,260
187,442,22,16
178,53,101,162
345,290,52,50
60,15,212,392
228,192,52,160
19,287,94,35
409,174,90,65
263,71,163,146
177,211,25,34
233,182,61,85
0,0,499,373
17,227,482,98
136,152,95,111
95,70,80,175
190,86,122,124
288,0,210,178
4,88,327,408
58,218,243,273
303,202,35,21
151,30,293,255
174,190,40,30
201,124,134,94
156,98,290,217
183,126,131,73
449,318,35,55
226,312,20,14
31,49,441,259
14,17,477,308
155,418,217,69
123,156,362,158
73,131,55,76
8,127,490,196
237,166,102,135
259,173,199,79
98,233,59,97
116,181,378,100
362,176,76,90
363,297,14,16
180,139,37,47
77,70,71,54
207,242,166,130
307,182,92,142
187,317,49,14
66,172,58,222
192,150,99,90
16,2,149,328
48,80,27,45
355,206,107,168
84,146,73,274
263,250,97,84
55,282,70,83
47,30,283,130
253,92,152,240
10,53,476,250
91,76,180,398
118,259,141,112
374,54,101,159
99,328,57,111
344,79,152,220
231,160,164,165
151,25,32,271
177,129,99,70
308,26,30,65
13,17,465,461
121,270,192,200
234,34,231,100
269,80,30,32
43,83,117,100
168,9,162,95
121,156,310,61
107,165,195,149
132,413,31,20
203,5,112,285
52,270,140,82
124,105,339,180
200,426,108,50
15,15,273,135
12,36,72,97
252,133,101,171
35,30,391,57
186,18,103,301
37,31,450,239
141,167,118,122
277,258,2,47
324,75,141,404
288,5,96,296
368,77,125,87
216,318,89,176
190,215,19,17
366,54,104,177
300,192,80,68
